ID_Venda;Data_Venda;ID_Cliente;ID_Produto;Quantidade;Preco_Unitario;Valor_Total;Desconto;Canal;Vendedor
4075;2022-06-17;296;32;1;457.26;411.53;0.1;Online;Rafaela
4076;2022-06-13;141;118;3;700.37;2101.11;0.0;WhatsApp;Vitor
4077;2022-02-16;378;102;1;377.13;339.42;0.1;WhatsApp;Carlos
4078;2025-03-19;323;109;1;324.39;324.39;0.0;Loja Física;Juliana
4079;2024-08-16;296;7;1;588.57;588.57;0.0;Online;Ana Paula
4080;2025-02-21;442;55;5;712.0;3382.0;0.05;WhatsApp;Ana Paula
4081;2023-03-29;422;102;1;377.13;377.13;0.0;Loja Física;Carlos
4082;2025-09-07;161;96;1;416.6;374.94;0.1;WhatsApp;Vitor
4083;2024-08-09;493;96;2;416.6;833.2;0.0;WhatsApp;Marcos
4084;2023-02-04;65;87;1;75.86;72.07;0.05;Loja Física;Carlos
4085;2022-09-06;63;74;1;715.59;715.59;0.0;WhatsApp;Vitor
4086;2022-01-22;128;110;1;151.04;135.94;0.1;Loja Física;Rafaela
4087;2024-08-29;158;18;2;792.93;1347.98;0.15;Online;Marcos
4088;2022-09-06;125;93;1;485.32;461.05;0.05;Loja Física;Rafaela
4089;2022-05-01;354;68;3;549.39;1648.17;0.0;WhatsApp;Vitor
4090;2024-10-25;368;16;2;704.17;1408.34;0.0;Online;Marcos
4091;2022-05-05;451;18;1;792.93;792.93;0.0;Loja Física;Carlos
4092;2024-08-02;106;52;1;464.07;464.07;0.0;Online;Carlos
4093;2024-12-23;255;27;1;148.73;141.29;0.05;Online;Ana Paula
4094;2024-06-19;41;28;2;735.51;1250.37;0.15;Online;Rafaela
4095;2025-05-12;206;73;1;733.04;733.04;0.0;Loja Física;Marcos
4096;2023-05-11;409;80;1;263.63;263.63;0.0;WhatsApp;Vitor
4097;2025-07-07;171;70;1;1031.73;1031.73;0.0;Online;Vitor
4098;2024-01-22;325;38;5;864.33;4105.57;0.05;WhatsApp;Ana Paula
4099;2022-06-26;334;43;1;254.31;203.45;0.2;Online;Juliana
4100;2023-05-06;300;63;4;128.52;462.67;0.1;Loja Física;Marcos
4101;2023-12-12;405;113;1;808.81;808.81;0.0;Loja Física;Juliana
4102;2023-08-18;127;51;1;180.13;153.11;0.15;WhatsApp;Vitor
4103;2025-09-13;69;108;1;110.05;99.04;0.1;Loja Física;Juliana
4104;2024-09-22;94;59;1;842.41;842.41;0.0;Loja Física;Rafaela
4105;2025-05-02;216;99;1;538.22;457.49;0.15;Online;Juliana
4106;2022-01-10;176;118;1;700.37;700.37;0.0;Online;Ana Paula
4107;2024-12-03;43;49;4;940.61;3009.95;0.2;Online;Marcos
4108;2022-05-21;419;91;3;566.07;1443.48;0.15;Online;Vitor
4109;2022-03-13;458;14;2;87.96;158.33;0.1;WhatsApp;Juliana
4110;2023-10-25;325;115;1;545.26;545.26;0.0;Online;Rafaela
4111;2025-07-24;471;39;1;82.79;78.65;0.05;Online;Vitor
4112;2024-02-04;494;16;1;704.17;704.17;0.0;Loja Física;Carlos
4113;2025-02-21;280;1;2;43.66;87.32;0.0;Online;Ana Paula
4114;2022-01-17;136;19;4;451.86;1717.07;0.05;Online;Ana Paula
4115;2024-05-14;69;120;1;702.03;561.62;0.2;WhatsApp;Vitor
4116;2023-06-24;325;34;1;895.99;761.59;0.15;Online;Juliana
4117;2022-08-26;271;97;1;741.2;667.08;0.1;Loja Física;Rafaela
4118;2023-10-12;407;28;1;735.51;735.51;0.0;WhatsApp;Juliana
4119;2025-03-23;409;6;1;418.18;397.27;0.05;Online;Juliana
4120;2023-06-17;356;97;2;741.2;1185.92;0.2;WhatsApp;Rafaela
4121;2025-07-07;495;89;2;576.13;1152.26;0.0;WhatsApp;Ana Paula
4122;2022-12-21;259;69;1;446.95;357.56;0.2;Online;Rafaela
4123;2024-11-08;233;98;1;224.43;224.43;0.0;Online;Marcos
4124;2022-08-18;439;91;5;566.07;2830.35;0.0;Online;Rafaela
4125;2024-07-18;70;109;1;324.39;308.17;0.05;Loja Física;Juliana
4126;2023-06-29;455;26;1;564.89;564.89;0.0;WhatsApp;Juliana
4127;2025-02-06;492;72;1;762.45;762.45;0.0;Loja Física;Juliana
4128;2023-07-09;398;93;1;485.32;388.26;0.2;Loja Física;Ana Paula
4129;2023-09-17;485;27;1;148.73;133.86;0.1;WhatsApp;Rafaela
4130;2022-05-14;260;64;3;475.77;1427.31;0.0;WhatsApp;Juliana
4131;2024-06-26;334;96;1;416.6;416.6;0.0;WhatsApp;Ana Paula
4132;2023-04-25;110;52;1;464.07;464.07;0.0;Online;Juliana
4133;2022-01-29;425;33;2;108.85;217.7;0.0;Loja Física;Carlos
4134;2022-01-18;310;2;1;244.27;219.84;0.1;Loja Física;Marcos
4135;2023-01-31;263;106;3;448.29;1143.14;0.15;Online;Vitor
4136;2023-01-17;280;17;3;31.01;88.38;0.05;Loja Física;Marcos
4137;2023-06-26;404;22;1;253.6;253.6;0.0;Online;Vitor
4138;2025-09-03;434;22;2;253.6;405.76;0.2;Loja Física;Vitor
4139;2025-06-05;18;93;1;485.32;412.52;0.15;Online;Juliana
4140;2024-08-03;69;1;5;43.66;218.3;0.0;Online;Vitor
4141;2022-02-10;29;91;1;566.07;481.16;0.15;Online;Carlos
4142;2025-04-26;430;91;5;566.07;2830.35;0.0;Loja Física;Rafaela
4143;2023-03-17;82;35;2;64.2;128.4;0.0;Loja Física;Rafaela
4144;2025-08-10;39;8;1;536.49;482.84;0.1;Online;Carlos
4145;2025-06-15;159;13;1;533.84;453.76;0.15;Loja Física;Ana Paula
4146;2023-07-22;279;60;5;617.76;3088.8;0.0;WhatsApp;Carlos
4147;2025-02-16;244;20;3;785.51;2003.05;0.15;Online;Marcos
4148;2025-03-22;209;27;1;148.73;148.73;0.0;Loja Física;Marcos
4149;2022-06-10;254;108;2;110.05;220.1;0.0;Loja Física;Ana Paula
4150;2023-08-17;8;34;1;895.99;716.79;0.2;WhatsApp;Carlos
4151;2025-10-11;110;23;1;71.03;67.48;0.05;Loja Física;Vitor
4152;2024-12-28;425;80;1;263.63;263.63;0.0;Loja Física;Ana Paula
4153;2023-09-18;196;68;1;549.39;521.92;0.05;Loja Física;Carlos
4154;2024-02-21;111;7;3;588.57;1677.42;0.05;Loja Física;Ana Paula
4155;2025-01-23;205;58;1;824.45;700.78;0.15;WhatsApp;Ana Paula
4156;2022-04-25;479;120;3;702.03;2106.09;0.0;Loja Física;Vitor
4157;2025-05-02;172;100;1;55.07;44.06;0.2;Loja Física;Juliana
4158;2024-04-28;370;18;1;792.93;792.93;0.0;WhatsApp;Marcos
4159;2023-02-07;210;70;1;1031.73;928.56;0.1;Loja Física;Vitor
4160;2023-11-26;239;61;1;30.06;27.05;0.1;Online;Vitor
4161;2022-05-03;50;64;1;475.77;475.77;0.0;Loja Física;Marcos
4162;2025-02-27;495;2;1;244.27;244.27;0.0;Online;Ana Paula
4163;2025-06-14;237;12;1;809.97;809.97;0.0;Loja Física;Carlos
4164;2024-07-13;88;21;1;650.12;650.12;0.0;Loja Física;Ana Paula
4165;2025-01-12;417;49;1;940.61;846.55;0.1;Loja Física;Carlos
4166;2024-11-09;242;114;1;753.84;753.84;0.0;WhatsApp;Juliana
4167;2024-10-12;73;24;3;437.72;1313.16;0.0;Loja Física;Marcos
4168;2023-10-10;446;119;4;871.75;2963.95;0.15;Online;Carlos
4169;2024-04-14;406;15;1;1028.53;977.1;0.05;Loja Física;Rafaela
4170;2022-12-09;281;104;1;530.39;530.39;0.0;Online;Vitor
4171;2024-07-20;132;40;1;339.07;339.07;0.0;Online;Vitor
4172;2022-10-24;423;29;4;483.61;1547.55;0.2;Online;Marcos
4173;2022-09-27;95;47;1;783.17;783.17;0.0;Loja Física;Carlos
4174;2024-03-24;8;19;1;451.86;451.86;0.0;Loja Física;Ana Paula
4175;2025-04-18;139;97;1;741.2;741.2;0.0;Loja Física;Carlos
4176;2025-09-22;374;3;1;705.03;634.53;0.1;Online;Marcos
4177;2024-07-02;409;108;1;110.05;104.55;0.05;Loja Física;Juliana
4178;2025-06-17;12;27;2;148.73;252.84;0.15;Loja Física;Juliana
4179;2025-08-06;321;46;1;739.41;739.41;0.0;Loja Física;Ana Paula
4180;2022-09-25;241;53;2;288.06;576.12;0.0;WhatsApp;Juliana
4181;2025-05-19;419;39;1;82.79;70.37;0.15;WhatsApp;Vitor
4182;2025-10-18;69;35;1;64.2;64.2;0.0;WhatsApp;Marcos
4183;2025-04-11;277;45;4;817.06;3268.24;0.0;Online;Vitor
4184;2022-09-27;55;14;1;87.96;79.16;0.1;WhatsApp;Vitor
4185;2023-10-17;490;120;3;702.03;1895.48;0.1;WhatsApp;Vitor
4186;2022-12-16;413;56;1;969.82;872.84;0.1;Online;Carlos
4187;2023-08-08;376;78;1;129.82;103.86;0.2;WhatsApp;Juliana
4188;2023-06-07;246;72;4;762.45;2897.31;0.05;WhatsApp;Carlos
4189;2024-05-12;65;28;1;735.51;698.73;0.05;Online;Vitor
4190;2022-01-20;257;68;3;549.39;1648.17;0.0;Online;Juliana
4191;2023-06-15;13;66;1;712.86;605.93;0.15;Loja Física;Juliana
4192;2025-09-08;286;12;3;809.97;2186.92;0.1;Loja Física;Rafaela
4193;2022-03-08;252;38;1;864.33;777.9;0.1;WhatsApp;Ana Paula
4194;2022-06-25;224;39;1;82.79;82.79;0.0;Loja Física;Juliana
4195;2025-03-15;378;93;2;485.32;776.51;0.2;WhatsApp;Ana Paula
4196;2024-03-15;312;94;4;579.14;1969.08;0.15;Loja Física;Ana Paula
4197;2023-10-30;118;36;4;34.61;124.6;0.1;Online;Rafaela
4198;2024-06-14;139;58;3;824.45;2473.35;0.0;WhatsApp;Ana Paula
4199;2022-08-29;115;74;3;715.59;1932.09;0.1;Online;Marcos
4200;2023-07-16;222;24;1;437.72;437.72;0.0;WhatsApp;Vitor
4201;2022-12-11;34;22;1;253.6;253.6;0.0;WhatsApp;Carlos
4202;2024-10-03;352;96;1;416.6;416.6;0.0;Loja Física;Marcos
4203;2023-11-05;1;113;1;808.81;808.81;0.0;Loja Física;Vitor
4204;2022-05-05;11;3;1;705.03;634.53;0.1;WhatsApp;Juliana
4205;2023-05-25;407;38;1;864.33;734.68;0.15;WhatsApp;Juliana
4206;2024-07-17;123;76;1;392.72;392.72;0.0;WhatsApp;Vitor
4207;2022-01-07;265;67;2;497.56;895.61;0.1;WhatsApp;Vitor
4208;2022-09-06;130;16;1;704.17;668.96;0.05;Loja Física;Vitor
4209;2025-04-02;489;110;1;151.04;120.83;0.2;Loja Física;Juliana
4210;2025-03-08;386;95;1;51.84;44.06;0.15;Loja Física;Ana Paula
4211;2022-10-12;351;64;2;475.77;951.54;0.0;Online;Carlos
4212;2025-04-06;345;69;2;446.95;715.12;0.2;WhatsApp;Carlos
4213;2024-07-30;379;92;2;1013.22;1823.8;0.1;Loja Física;Juliana
4214;2022-01-19;278;102;1;377.13;320.56;0.15;Online;Marcos
4215;2025-01-17;432;11;1;365.47;292.38;0.2;WhatsApp;Juliana
4216;2024-09-10;133;50;1;443.44;443.44;0.0;Loja Física;Vitor
4217;2022-02-17;472;77;1;224.32;179.46;0.2;WhatsApp;Rafaela
4218;2023-07-22;351;29;1;483.61;483.61;0.0;Online;Vitor
4219;2022-07-18;371;107;1;742.12;742.12;0.0;Online;Vitor
4220;2022-07-16;268;113;1;808.81;808.81;0.0;Online;Vitor
4221;2025-09-18;310;72;4;762.45;2592.33;0.15;Online;Carlos
4222;2023-06-15;169;65;4;949.03;3796.12;0.0;WhatsApp;Marcos
4223;2022-11-04;499;3;1;705.03;705.03;0.0;WhatsApp;Marcos
4224;2025-09-23;7;9;1;481.94;481.94;0.0;Loja Física;Marcos
4225;2023-05-05;143;53;1;288.06;273.66;0.05;Loja Física;Juliana
4226;2023-10-21;193;74;1;715.59;644.03;0.1;WhatsApp;Marcos
4227;2023-08-04;298;114;4;753.84;2563.06;0.15;Online;Juliana
4228;2024-06-03;227;19;1;451.86;384.08;0.15;Loja Física;Vitor
4229;2022-04-30;282;18;2;792.93;1585.86;0.0;WhatsApp;Carlos
4230;2022-02-02;415;18;1;792.93;673.99;0.15;WhatsApp;Vitor
4231;2024-11-04;78;118;5;700.37;3501.85;0.0;WhatsApp;Ana Paula
4232;2024-11-17;229;77;1;224.32;179.46;0.2;Online;Vitor
4233;2022-11-02;493;115;2;545.26;1035.99;0.05;Loja Física;Vitor
4234;2024-12-23;178;65;1;949.03;949.03;0.0;Online;Marcos
4235;2023-10-28;464;18;2;792.93;1506.57;0.05;Loja Física;Marcos
4236;2025-07-28;498;25;1;591.1;561.54;0.05;Online;Ana Paula
4237;2023-04-01;177;59;1;842.41;842.41;0.0;Loja Física;Marcos
4238;2022-06-28;82;80;4;263.63;1054.52;0.0;WhatsApp;Ana Paula
4239;2025-02-03;360;43;4;254.31;1017.24;0.0;WhatsApp;Vitor
4240;2024-05-07;481;9;3;481.94;1228.95;0.15;Loja Física;Carlos
4241;2023-11-02;178;73;2;733.04;1466.08;0.0;Online;Carlos
4242;2024-03-25;59;114;3;753.84;2261.52;0.0;Loja Física;Juliana
4243;2025-05-17;89;29;1;483.61;483.61;0.0;Online;Juliana
4244;2024-04-16;13;7;1;588.57;588.57;0.0;Loja Física;Rafaela
4245;2023-05-12;268;19;1;451.86;429.27;0.05;Loja Física;Vitor
4246;2022-07-03;371;113;2;808.81;1374.98;0.15;Loja Física;Ana Paula
4247;2022-09-18;291;95;1;51.84;44.06;0.15;Online;Vitor
4248;2023-12-20;46;17;1;31.01;31.01;0.0;WhatsApp;Marcos
4249;2024-12-26;367;48;1;46.76;46.76;0.0;Online;Carlos
4250;2024-05-29;223;97;3;741.2;2223.6;0.0;Loja Física;Carlos
4251;2023-06-14;160;49;1;940.61;799.52;0.15;Loja Física;Marcos
4252;2025-09-03;91;115;1;545.26;545.26;0.0;Online;Juliana
4253;2023-03-25;437;82;1;596.59;596.59;0.0;Online;Vitor
4254;2022-08-08;319;12;1;809.97;809.97;0.0;Loja Física;Vitor
4255;2024-01-20;256;93;1;485.32;412.52;0.15;WhatsApp;Ana Paula
4256;2023-09-26;252;109;2;324.39;648.78;0.0;Online;Ana Paula
4257;2023-12-18;286;54;2;484.23;968.46;0.0;Online;Juliana
4258;2024-12-31;87;21;2;650.12;1300.24;0.0;Loja Física;Carlos
4259;2025-10-23;65;106;1;448.29;425.88;0.05;WhatsApp;Ana Paula
4260;2024-03-18;232;1;3;43.66;117.88;0.1;Online;Juliana
4261;2024-03-04;479;45;1;817.06;694.5;0.15;Online;Ana Paula
4262;2022-09-24;142;10;1;532.77;479.49;0.1;Online;Juliana
4263;2025-01-22;227;66;3;712.86;1710.86;0.2;Online;Rafaela
4264;2023-08-24;243;60;1;617.76;494.21;0.2;Loja Física;Carlos
4265;2022-11-23;297;8;1;536.49;456.02;0.15;Loja Física;Marcos
4266;2022-01-31;19;53;3;288.06;864.18;0.0;WhatsApp;Marcos
4267;2024-10-22;290;62;1;524.4;524.4;0.0;Loja Física;Ana Paula
4268;2023-04-27;161;111;2;630.28;1260.56;0.0;Loja Física;Marcos
4269;2022-04-20;158;93;1;485.32;461.05;0.05;WhatsApp;Juliana
4270;2025-01-26;79;15;2;1028.53;2057.06;0.0;Loja Física;Marcos
4271;2025-07-28;222;108;1;110.05;110.05;0.0;WhatsApp;Carlos
4272;2023-12-31;84;46;1;739.41;739.41;0.0;WhatsApp;Ana Paula
4273;2022-02-05;497;52;2;464.07;788.92;0.15;WhatsApp;Marcos
4274;2023-08-03;330;105;1;508.97;508.97;0.0;Loja Física;Vitor
4275;2025-10-05;364;79;1;335.57;318.79;0.05;Loja Física;Rafaela
4276;2025-02-01;42;68;1;549.39;549.39;0.0;Online;Ana Paula
4277;2022-01-06;439;86;1;485.34;461.07;0.05;Loja Física;Marcos
4278;2023-04-07;173;87;1;75.86;68.27;0.1;Online;Rafaela
4279;2024-10-26;413;23;1;71.03;60.38;0.15;Loja Física;Rafaela
4280;2024-11-24;142;76;4;392.72;1256.7;0.2;Online;Rafaela
4281;2022-02-17;208;52;1;464.07;464.07;0.0;Loja Física;Marcos
4282;2022-07-21;419;13;1;533.84;533.84;0.0;Loja Física;Vitor
4283;2022-11-26;418;113;1;808.81;808.81;0.0;Online;Ana Paula
4284;2025-09-06;384;36;1;34.61;34.61;0.0;WhatsApp;Ana Paula
4285;2023-05-22;442;4;4;912.02;3648.08;0.0;WhatsApp;Juliana
4286;2022-04-15;160;79;1;335.57;285.23;0.15;WhatsApp;Juliana
4287;2022-01-09;422;31;5;310.86;1476.58;0.05;Loja Física;Vitor
4288;2025-08-07;447;65;1;949.03;901.58;0.05;Loja Física;Vitor
4289;2023-02-19;84;8;2;536.49;912.03;0.15;Loja Física;Vitor
4290;2025-05-02;229;71;1;639.85;511.88;0.2;WhatsApp;Rafaela
4291;2025-05-22;468;7;3;588.57;1765.71;0.0;Loja Física;Marcos
4292;2022-03-08;481;2;1;244.27;244.27;0.0;Online;Juliana
4293;2022-08-28;124;14;1;87.96;70.37;0.2;WhatsApp;Juliana
4294;2022-07-22;302;106;1;448.29;425.88;0.05;WhatsApp;Rafaela
4295;2024-04-29;24;100;1;55.07;46.81;0.15;Loja Física;Carlos
4296;2024-03-05;453;119;4;871.75;3487.0;0.0;Online;Carlos
4297;2025-06-17;385;7;1;588.57;500.28;0.15;WhatsApp;Marcos
4298;2022-07-21;298;83;1;699.75;699.75;0.0;WhatsApp;Juliana
4299;2024-12-08;169;112;2;233.92;467.84;0.0;Loja Física;Carlos
4300;2022-09-04;40;27;1;148.73;141.29;0.05;Online;Ana Paula
4301;2023-11-23;272;22;4;253.6;862.24;0.15;Loja Física;Vitor
4302;2024-08-25;473;22;2;253.6;456.48;0.1;WhatsApp;Carlos
4303;2024-06-27;268;96;1;416.6;416.6;0.0;Online;Ana Paula
4304;2024-08-16;307;98;3;224.43;673.29;0.0;WhatsApp;Ana Paula
4305;2024-08-16;58;54;1;484.23;484.23;0.0;Online;Vitor
4306;2025-02-05;354;66;1;712.86;712.86;0.0;WhatsApp;Juliana
4307;2022-11-13;67;115;1;545.26;545.26;0.0;WhatsApp;Rafaela
4308;2025-04-19;325;50;1;443.44;443.44;0.0;Online;Juliana
4309;2022-09-05;275;26;2;564.89;1073.29;0.05;Online;Ana Paula
4310;2022-03-24;230;113;4;808.81;3073.48;0.05;WhatsApp;Vitor
4311;2022-01-15;94;103;1;312.55;312.55;0.0;WhatsApp;Vitor
4312;2025-10-11;371;92;1;1013.22;911.9;0.1;Online;Marcos
4313;2024-08-11;444;65;5;949.03;4745.15;0.0;Loja Física;Ana Paula
4314;2025-08-26;132;86;1;485.34;388.27;0.2;Online;Ana Paula
4315;2022-10-04;110;113;1;808.81;768.37;0.05;Loja Física;Ana Paula
4316;2022-09-06;201;75;1;713.73;713.73;0.0;Online;Rafaela
4317;2025-10-01;391;49;4;940.61;3386.2;0.1;Online;Juliana
4318;2023-06-16;204;86;1;485.34;461.07;0.05;Loja Física;Juliana
4319;2024-06-25;350;88;2;470.06;940.12;0.0;Loja Física;Juliana
4320;2025-06-23;354;16;3;704.17;2112.51;0.0;WhatsApp;Marcos
4321;2022-10-18;46;42;1;331.9;331.9;0.0;WhatsApp;Vitor
4322;2024-04-12;459;39;1;82.79;66.23;0.2;Loja Física;Juliana
4323;2022-05-29;3;62;3;524.4;1573.2;0.0;Loja Física;Ana Paula
4324;2024-01-16;24;105;1;508.97;432.62;0.15;WhatsApp;Marcos
4325;2022-11-17;145;109;2;324.39;648.78;0.0;WhatsApp;Carlos
4326;2022-08-19;318;69;4;446.95;1430.24;0.2;Loja Física;Rafaela
4327;2022-10-08;148;70;2;1031.73;1650.77;0.2;Online;Rafaela
4328;2022-05-16;113;4;2;912.02;1824.04;0.0;Online;Vitor
4329;2024-05-20;308;104;3;530.39;1272.94;0.2;Loja Física;Vitor
4330;2023-10-10;440;30;3;123.93;371.79;0.0;Loja Física;Vitor
4331;2024-01-25;467;10;1;532.77;506.13;0.05;Online;Carlos
4332;2024-01-17;391;104;1;530.39;450.83;0.15;WhatsApp;Juliana
4333;2023-08-19;207;92;1;1013.22;810.58;0.2;Loja Física;Ana Paula
4334;2025-09-29;445;120;2;702.03;1263.65;0.1;Online;Ana Paula
4335;2023-09-27;282;12;1;809.97;809.97;0.0;Loja Física;Marcos
4336;2022-02-04;420;16;2;704.17;1126.67;0.2;Online;Juliana
4337;2024-05-11;133;99;1;538.22;538.22;0.0;Online;Rafaela
4338;2025-04-13;404;55;2;712.0;1139.2;0.2;Loja Física;Marcos
4339;2024-08-25;127;71;1;639.85;639.85;0.0;Online;Carlos
4340;2022-08-16;71;70;2;1031.73;1650.77;0.2;Loja Física;Juliana
4341;2024-10-06;169;104;1;530.39;530.39;0.0;Loja Física;Ana Paula
4342;2025-04-27;191;98;1;224.43;201.99;0.1;Online;Rafaela
4343;2022-07-21;175;47;1;783.17;783.17;0.0;Loja Física;Juliana
4344;2025-08-02;24;98;2;224.43;381.53;0.15;WhatsApp;Juliana
4345;2022-11-26;117;94;1;579.14;550.18;0.05;Loja Física;Ana Paula
4346;2023-08-29;403;38;1;864.33;821.11;0.05;WhatsApp;Marcos
4347;2023-07-28;217;99;5;538.22;2556.54;0.05;Online;Ana Paula
4348;2022-03-17;184;9;2;481.94;915.69;0.05;Loja Física;Vitor
4349;2024-08-01;105;8;4;536.49;1716.77;0.2;WhatsApp;Juliana
4350;2022-09-08;186;50;1;443.44;354.75;0.2;Online;Carlos
4351;2024-09-11;273;83;1;699.75;559.8;0.2;Loja Física;Juliana
4352;2025-09-23;371;8;3;536.49;1609.47;0.0;Loja Física;Juliana
4353;2023-10-14;158;30;1;123.93;111.54;0.1;Loja Física;Ana Paula
4354;2024-06-24;152;106;2;448.29;896.58;0.0;Online;Rafaela
4355;2023-10-27;362;59;1;842.41;716.05;0.15;Loja Física;Juliana
4356;2022-04-13;83;73;1;733.04;733.04;0.0;Online;Marcos
4357;2024-03-18;351;68;1;549.39;521.92;0.05;Loja Física;Juliana
4358;2023-01-16;285;67;1;497.56;398.05;0.2;Online;Vitor
4359;2024-07-07;214;55;1;712.0;712.0;0.0;Loja Física;Vitor
4360;2024-07-01;335;115;1;545.26;518.0;0.05;WhatsApp;Ana Paula
4361;2022-10-22;245;9;5;481.94;1927.76;0.2;WhatsApp;Ana Paula
4362;2023-11-24;107;94;1;579.14;521.23;0.1;Online;Juliana
4363;2024-05-05;355;18;2;792.93;1585.86;0.0;WhatsApp;Ana Paula
4364;2023-03-23;458;68;3;549.39;1565.76;0.05;WhatsApp;Rafaela
4365;2024-08-31;311;7;1;588.57;559.14;0.05;WhatsApp;Carlos
4366;2022-03-03;409;34;1;895.99;806.39;0.1;WhatsApp;Juliana
4367;2025-04-26;348;30;2;123.93;247.86;0.0;Loja Física;Carlos
4368;2023-11-17;400;48;2;46.76;74.82;0.2;Loja Física;Marcos
4369;2022-01-13;178;101;2;166.52;333.04;0.0;WhatsApp;Rafaela
4370;2025-05-21;396;19;2;451.86;858.53;0.05;Loja Física;Rafaela
4371;2024-05-06;381;11;5;365.47;1827.35;0.0;WhatsApp;Juliana
4372;2024-05-28;488;33;1;108.85;87.08;0.2;Loja Física;Marcos
4373;2023-01-28;350;84;1;249.04;211.68;0.15;Online;Juliana
4374;2024-07-11;30;95;2;51.84;98.5;0.05;WhatsApp;Rafaela
4375;2024-08-06;256;91;1;566.07;566.07;0.0;Online;Marcos
4376;2022-11-22;224;109;3;324.39;973.17;0.0;WhatsApp;Carlos
4377;2022-02-26;124;107;1;742.12;593.7;0.2;WhatsApp;Marcos
4378;2022-10-29;433;24;1;437.72;415.83;0.05;Loja Física;Juliana
4379;2022-09-24;234;94;3;579.14;1737.42;0.0;Loja Física;Vitor
4380;2022-12-27;90;83;1;699.75;699.75;0.0;Online;Vitor
4381;2022-08-06;390;10;1;532.77;426.22;0.2;Online;Marcos
4382;2025-08-26;455;63;1;128.52;122.09;0.05;WhatsApp;Vitor
4383;2024-10-04;55;55;3;712.0;2136.0;0.0;Loja Física;Marcos
4384;2022-11-19;316;114;1;753.84;678.46;0.1;Online;Vitor
4385;2023-08-15;138;108;3;110.05;297.14;0.1;Online;Rafaela
4386;2025-02-07;120;5;1;677.34;677.34;0.0;Loja Física;Vitor
4387;2024-05-20;490;75;2;713.73;1427.46;0.0;Loja Física;Rafaela
4388;2023-01-02;96;4;3;912.02;2736.06;0.0;WhatsApp;Juliana
4389;2025-03-10;407;71;1;639.85;639.85;0.0;Loja Física;Marcos
4390;2023-01-13;348;51;1;180.13;180.13;0.0;Online;Vitor
4391;2022-05-05;217;70;1;1031.73;1031.73;0.0;Loja Física;Juliana
4392;2024-08-09;453;114;2;753.84;1206.14;0.2;Loja Física;Ana Paula
4393;2022-06-14;205;119;1;871.75;871.75;0.0;Online;Vitor
4394;2023-12-03;351;2;2;244.27;488.54;0.0;Online;Rafaela
4395;2023-02-11;107;24;1;437.72;415.83;0.05;Online;Ana Paula
4396;2023-06-04;470;36;1;34.61;32.88;0.05;WhatsApp;Ana Paula
4397;2022-08-20;442;104;1;530.39;503.87;0.05;Loja Física;Rafaela
4398;2023-07-25;401;57;1;62.37;59.25;0.05;Loja Física;Rafaela
4399;2022-01-11;277;29;1;483.61;435.25;0.1;Loja Física;Carlos
4400;2024-03-25;388;119;3;871.75;2615.25;0.0;Online;Vitor
4401;2022-11-17;452;45;2;817.06;1470.71;0.1;WhatsApp;Rafaela
4402;2025-01-31;167;14;1;87.96;74.77;0.15;WhatsApp;Ana Paula
4403;2025-05-23;116;17;4;31.01;117.84;0.05;WhatsApp;Ana Paula
4404;2024-10-07;93;70;2;1031.73;1650.77;0.2;Loja Física;Ana Paula
4405;2025-03-18;61;106;4;448.29;1703.5;0.05;Loja Física;Marcos
4406;2025-08-28;25;39;1;82.79;66.23;0.2;WhatsApp;Juliana
4407;2022-05-02;65;107;1;742.12;705.01;0.05;WhatsApp;Juliana
4408;2024-07-15;203;83;1;699.75;699.75;0.0;Loja Física;Juliana
4409;2022-12-07;284;83;2;699.75;1399.5;0.0;Online;Ana Paula
4410;2025-04-19;251;34;1;895.99;806.39;0.1;WhatsApp;Carlos
4411;2025-04-15;192;3;1;705.03;669.78;0.05;WhatsApp;Vitor
4412;2024-11-01;440;70;1;1031.73;980.14;0.05;Online;Vitor
4413;2024-05-07;384;64;1;475.77;475.77;0.0;Online;Vitor
4414;2022-12-14;23;70;2;1031.73;2063.46;0.0;WhatsApp;Carlos
4415;2022-07-31;290;108;1;110.05;88.04;0.2;Loja Física;Rafaela
4416;2022-04-06;85;24;1;437.72;350.18;0.2;Loja Física;Marcos
4417;2023-09-05;452;105;2;508.97;1017.94;0.0;WhatsApp;Vitor
4418;2023-07-27;133;70;5;1031.73;4642.78;0.1;Loja Física;Rafaela
4419;2023-04-07;89;116;2;163.51;327.02;0.0;Online;Ana Paula
4420;2023-05-22;106;23;4;71.03;284.12;0.0;Loja Física;Ana Paula
4421;2024-01-03;35;6;2;418.18;836.36;0.0;Online;Carlos
4422;2023-11-10;177;110;1;151.04;151.04;0.0;Loja Física;Rafaela
4423;2023-04-09;173;37;1;133.56;133.56;0.0;WhatsApp;Carlos
4424;2022-03-10;116;110;2;151.04;286.98;0.05;WhatsApp;Rafaela
4425;2025-02-09;414;72;2;762.45;1524.9;0.0;WhatsApp;Ana Paula
4426;2025-07-01;100;97;2;741.2;1185.92;0.2;Loja Física;Ana Paula
4427;2022-11-29;151;109;1;324.39;324.39;0.0;Online;Ana Paula
4428;2025-04-27;219;17;1;31.01;31.01;0.0;WhatsApp;Vitor
4429;2023-12-12;289;96;1;416.6;354.11;0.15;WhatsApp;Carlos
